id,name,k1,k2,k3,avg_test_ll,avg_lp.min
di8a1t9m,breezy-sweep-125,8,4,72,-20.46930503845215,-34.62919235229492
bybapa8k,fast-sweep-64,4,4,2,-28.218156814575195,-35.08671569824219
6lecw4en,deep-sweep-48,2,20,8,-27.56293487548828,-34.97655487060547
6f3bkc30,classic-sweep-61,4,2,48,-23.58221435546875,-34.7183723449707
q5ykxpg4,crisp-sweep-65,4,4,4,-24.56692695617676,-34.938316345214844
kahhk1qa,jolly-sweep-126,8,4,90,-19.897592544555664,-34.9320068359375
z44yjvww,vital-sweep-67,4,4,16,-22.8895320892334,-35.15489196777344
r2nu2qt6,curious-sweep-68,4,4,24,-23.880123138427734,-34.75959396362305
0wc58m3p,colorful-sweep-50,2,20,24,-27.460580825805664,-34.949005126953125
aiiv3y0z,quiet-sweep-49,2,20,16,-27.749101638793945,-34.79197692871094
frvyep9f,clear-sweep-69,4,4,36,-23.027870178222656,-34.70083999633789
b6t6icir,toasty-sweep-62,4,2,72,-23.377655029296875,-34.90034866333008
ch0qo0r0,fanciful-sweep-51,2,20,36,-26.99009704589844,-35.08560562133789
flf2p2om,pious-sweep-66,4,4,8,-23.06096076965332,-35.50834655761719
jzxoqi8q,breezy-sweep-52,2,20,48,-27.653114318847656,-34.9128303527832
19yhihkv,glamorous-sweep-63,4,2,90,-23.407106399536133,-34.51691818237305
frza5xna,vivid-sweep-70,4,4,48,-23.635791778564453,-34.73389434814453
b2lygc89,eternal-sweep-64,4,4,2,-27.92829132080078,-35.18622970581055
wtq3kt60,fiery-sweep-67,4,4,16,-23.684301376342773,-34.645084381103516
ykfijurg,pious-sweep-68,4,4,24,-24.067138671875,-34.6388053894043
ykq1svda,drawn-sweep-71,4,4,72,-23.593936920166016,-34.968143463134766
qd9v5qpf,dazzling-sweep-53,2,20,72,-27.715600967407227,-34.62342071533203
62bj2487,exalted-sweep-69,4,4,36,-23.23003387451172,-34.84992599487305
z6wzihq8,volcanic-sweep-127,8,6,2,-28.54324531555176,-34.9068603515625
6z4rygdk,fluent-sweep-70,4,4,48,-22.6801700592041,-34.94639205932617
whlo1qfy,dashing-sweep-128,8,6,4,-24.224519729614254,-34.6335334777832
v2dny3kg,cosmic-sweep-65,4,4,4,-25.615982055664062,-35.17756652832031
ubqyw34y,daily-sweep-129,8,6,8,-20.90801239013672,-34.76163101196289
7grop9dq,glowing-sweep-130,8,6,16,-20.215974807739254,-35.02381134033203
zu5krfuk,fluent-sweep-66,4,4,8,-23.479597091674805,-34.936073303222656
pgijuhd1,solar-sweep-72,4,4,90,-22.62887382507324,-34.89499282836914
3hogj4fp,woven-sweep-73,4,6,2,-28.149818420410156,-35.28310775756836
sp8is53x,curious-sweep-55,4,2,2,-28.166059494018555,-35.14142990112305
txddwjcu,wise-sweep-54,2,20,90,-27.32028579711914,-34.96717071533203
dag8yi5k,faithful-sweep-74,4,6,4,-23.99483299255371,-35.291969299316406
i1yao1a9,likely-sweep-57,4,2,8,-23.240558624267575,-35.40494918823242
u44gv6sy,genial-sweep-75,4,6,8,-23.1722354888916,-34.93360137939453
zgina7ju,graceful-sweep-56,4,2,4,-24.387237548828125,-35.28506088256836
qaj691ao,wise-sweep-67,4,4,16,-23.60070037841797,-34.79501724243164
r52sojnp,faithful-sweep-71,4,4,72,-23.533370971679688,-34.82948303222656
xmdu9m1d,effortless-sweep-58,4,2,16,-23.688650131225582,-34.89301300048828
qwe8q6pb,robust-sweep-73,4,6,2,-28.412094116210938,-34.9364013671875
t4a71gjo,noble-sweep-72,4,4,90,-23.0048828125,-34.72957229614258
53dkewty,olive-sweep-74,4,6,4,-25.45391273498535,-35.13866424560547
z1nms1lq,peachy-sweep-131,8,6,24,-20.475984573364254,-34.91924285888672
6jqkf33d,swept-sweep-69,4,4,36,-23.75457000732422,-34.83802032470703
fj32tc5r,crimson-sweep-68,4,4,24,-23.231809616088867,-35.0811767578125
1ht8xwdq,stellar-sweep-76,4,6,16,-22.94432830810547,-35.08405303955078
z3q0za5a,electric-sweep-75,4,6,8,-23.016019821166992,-35.01670455932617
oscgxxoq,ruby-sweep-132,8,6,36,-20.137392044067383,-34.70964050292969
81i4lja4,solar-sweep-70,4,4,48,-23.321657180786133,-34.8330078125
zymq3jeb,confused-sweep-133,8,6,48,-20.71964454650879,-34.85668182373047
pqb68yh3,eager-sweep-71,4,4,72,-23.01850700378418,-35.23711013793945
2kw6o9nt,bumbling-sweep-59,4,2,24,-24.131956100463867,-34.77476119995117
pxl3or56,worldly-sweep-77,4,6,24,-23.46336555480957,-35.0717658996582
zrlflp3p,dauntless-sweep-78,4,6,36,-23.340829849243164,-34.76054763793945
l1wkiqlq,misunderstood-sweep-60,4,2,36,-22.631488800048828,-34.95183181762695
gm0vn80d,polar-sweep-79,4,6,48,-23.785221099853516,-34.854713439941406
sojio428,exalted-sweep-80,4,6,72,-22.93616485595703,-34.99949264526367
9k7xxtgw,fanciful-sweep-76,4,6,16,-22.823589324951172,-34.96344757080078
ulaai4oe,fluent-sweep-134,8,6,72,-19.99159812927246,-35.01937484741211
77ulwuwd,tough-sweep-62,4,2,72,-23.494264602661133,-34.65251159667969
8nap8rbr,electric-sweep-61,4,2,48,-23.93540954589844,-34.9495849609375
hhsy7vdy,celestial-sweep-135,8,6,90,-20.22671127319336,-34.67925262451172
0kdcp5tg,lunar-sweep-77,4,6,24,-23.50203514099121,-34.606658935546875
s2iejtzw,whole-sweep-78,4,6,36,-23.068592071533203,-34.838218688964844
v8xafc8w,divine-sweep-79,4,6,48,-23.27347946166992,-34.70081329345703
atbk7i9k,tough-sweep-72,4,4,90,-23.235525131225582,-34.77945327758789
dj8kzi1d,gallant-sweep-63,4,2,90,-23.83559226989746,-34.708251953125
xdtd52kt,worthy-sweep-73,4,6,2,-27.943262100219727,-35.112632751464844
w9tmft4h,bumbling-sweep-80,4,6,72,-23.1140193939209,-34.5230598449707
h7o3qs1i,balmy-sweep-74,4,6,4,-24.165935516357425,-35.0161018371582
tdmdu7ni,blooming-sweep-75,4,6,8,-23.730985641479492,-35.248085021972656
96twwh4c,ancient-sweep-65,4,4,4,-23.77880859375,-35.14127731323242
fpj0ms2y,chocolate-sweep-64,4,4,2,-28.379873275756836,-34.92578125
i5tglxdm,comic-sweep-82,4,8,2,-27.88220596313477,-35.27922058105469
r4hyb9wm,floral-sweep-81,4,6,90,-22.758020401000977,-34.86975860595703
evq12nww,playful-sweep-136,8,8,2,-28.331886291503903,-34.75515365600586
lw8otpij,woven-sweep-83,4,8,4,-24.196287155151367,-35.23490905761719
tbb64rvx,stoic-sweep-84,4,8,8,-23.82680892944336,-34.79668426513672
7sow0rhb,elated-sweep-85,4,8,16,-23.015625,-35.14196014404297
smydtteo,electric-sweep-137,8,8,4,-24.285808563232425,-35.084205627441406
dbznains,apricot-sweep-138,8,8,8,-21.04779815673828,-34.94418716430664
59oswx70,spring-sweep-81,4,6,90,-23.64352798461914,-34.72439193725586
vg4lrokm,fast-sweep-82,4,8,2,-28.439340591430664,-34.84818649291992
hvhfgpq0,dashing-sweep-66,4,4,8,-24.51401710510254,-34.89638900756836
zbbjhalo,comic-sweep-76,4,6,16,-23.62752342224121,-34.83457946777344
7jtgosl5,avid-sweep-139,8,8,16,-20.137393951416016,-35.1713752746582
xsc03ha1,major-sweep-67,4,4,16,-22.81366729736328,-34.96887969970703
9r1okvi4,leafy-sweep-77,4,6,24,-22.96210289001465,-34.905967712402344
itutf8xx,rare-sweep-83,4,8,4,-24.846878051757812,-35.183082580566406
m0u4kejt,visionary-sweep-78,4,6,36,-23.593616485595703,-34.73891830444336
looz2tnl,lively-sweep-68,4,4,24,-23.365262985229492,-34.768341064453125
lozznxtq,swept-sweep-86,4,8,24,-23.889835357666016,-34.923030853271484
vcpmkckx,hearty-sweep-69,4,4,36,-23.621421813964844,-35.06719207763672
rb082q6p,radiant-sweep-87,4,8,36,-22.77825355529785,-34.94701385498047
h1vh3z25,true-sweep-70,4,4,48,-23.225200653076172,-34.81236267089844
lo3afhxp,stellar-sweep-88,4,8,48,-23.76793670654297,-34.82590103149414
h1qrb01u,dashing-sweep-89,4,8,72,-23.33344078063965,-34.67435836791992
49b5bfm0,revived-sweep-79,4,6,48,-23.257659912109375,-35.12572479248047
zkhsmw8x,fancy-sweep-140,8,8,24,-20.92427635192871,-34.94849395751953
ukwxwo7b,tough-sweep-84,4,8,8,-23.03334045410156,-35.016639709472656
fkzqsc24,sandy-sweep-85,4,8,16,-23.866323471069336,-34.902122497558594
4toxsw22,serene-sweep-141,8,8,36,-21.05052375793457,-34.742897033691406
f8x8j6t0,toasty-sweep-86,4,8,24,-23.32128143310547,-35.07358932495117
g7o3ohkn,wise-sweep-90,4,8,90,-23.456844329833984,-34.71766662597656
ydokk8g8,ethereal-sweep-142,8,8,48,-20.16366195678711,-35.0302619934082
le140kvy,fine-sweep-143,8,8,72,-20.077804565429688,-35.133304595947266
hg94jljd,tough-sweep-87,4,8,36,-23.111244201660156,-34.65955352783203
t6vw59sm,stoic-sweep-80,4,6,72,-23.01257705688477,-34.98624038696289
2qwoz37o,dashing-sweep-71,4,4,72,-22.933435440063477,-34.876075744628906
8hbbo1yw,hopeful-sweep-81,4,6,90,-23.87623405456543,-34.89896774291992
uyvdntrd,happy-sweep-82,4,8,2,-27.664941787719727,-35.11939239501953
j7is5ovr,sparkling-sweep-91,4,16,2,-28.253990173339844,-34.98513412475586
ktb0rmki,sleek-sweep-73,4,6,2,-28.46210479736328,-34.8548698425293
xjd1xz77,toasty-sweep-72,4,4,90,-23.379179000854492,-34.49916458129883
ei8cfuhf,wandering-sweep-88,4,8,48,-24.095109939575195,-34.627750396728516
rlwehv7e,resilient-sweep-74,4,6,4,-24.391319274902344,-35.32085418701172
uv3z53iv,worldly-sweep-75,4,6,8,-22.697132110595703,-35.28297424316406
h4ytb1jm,pretty-sweep-92,4,16,4,-24.05363655090332,-34.933780670166016
hkskvu9e,spring-sweep-89,4,8,72,-23.601272583007812,-34.38133239746094
87ovjwhf,avid-sweep-144,8,8,90,-20.558082580566406,-34.835174560546875
mctvfqw4,floral-sweep-93,4,16,8,-22.95196533203125,-34.98558807373047
snmbhl4u,drawn-sweep-94,4,16,16,-22.87544631958008,-35.17609786987305
3lyqyujd,visionary-sweep-90,4,8,90,-23.019954681396484,-34.80084228515625
7swptqns,earnest-sweep-83,4,8,4,-24.74003028869629,-35.15946960449219
2ldwlzih,eager-sweep-84,4,8,8,-23.39759063720703,-34.849761962890625
636l77zw,morning-sweep-91,4,16,2,-28.19527244567871,-34.7087516784668
9icqy1ct,logical-sweep-145,8,16,2,-28.224414825439453,-34.76567840576172
cusclewj,eternal-sweep-95,4,16,24,-23.245939254760746,-34.73953628540039
tztjgd7i,genial-sweep-146,8,16,4,-24.335268020629883,-34.83660125732422
7m4sge8u,fancy-sweep-85,4,8,16,-22.930721282958984,-35.023284912109375
jpygxu9e,revived-sweep-92,4,16,4,-24.48106575012207,-35.00031661987305
imfk1as3,happy-sweep-96,4,16,36,-24.22382354736328,-34.76957702636719
df672khq,dazzling-sweep-147,8,16,8,-21.64813232421875,-34.835350036621094
huxocutz,balmy-sweep-76,4,6,16,-24.212913513183594,-34.99784851074219
4ty9icau,happy-sweep-86,4,8,24,-22.692535400390625,-35.12852096557617
krol863g,misty-sweep-148,8,16,16,-20.292251586914062,-34.8109016418457
622niknj,charmed-sweep-93,4,16,8,-23.002525329589844,-35.01787567138672
s7ognzg9,astral-sweep-77,4,6,24,-23.51666831970215,-34.5540771484375
3k3o89dr,honest-sweep-79,4,6,48,-23.383544921875,-34.977691650390625
jj4ml5cs,fresh-sweep-78,4,6,36,-23.128433227539062,-34.77544403076172
wrvn8i9s,feasible-sweep-97,4,16,48,-23.90863609313965,-34.79461669921875
yxsr3sxf,worldly-sweep-98,4,16,72,-23.402496337890625,-34.61757278442383
nv75mwnr,autumn-sweep-87,4,8,36,-22.946958541870117,-35.020469665527344
j6dqu370,kind-sweep-99,4,16,90,-24.08976936340332,-34.63662338256836
rj3qu5ff,quiet-sweep-80,4,6,72,-23.769514083862305,-35.074928283691406
vqr7ft0x,soft-sweep-94,4,16,16,-23.588701248168945,-35.13855743408203
wlzk440b,spring-sweep-88,4,8,48,-23.858129501342773,-34.84461975097656
lnyedmo0,resilient-sweep-95,4,16,24,-22.83502960205078,-34.947113037109375
qsu3iw7k,dandy-sweep-96,4,16,36,-23.33657455444336,-34.88035583496094
m8pqf0ii,apricot-sweep-149,8,16,24,-20.58028221130371,-34.87636184692383
a58u3hdj,lucky-sweep-89,4,8,72,-22.72947120666504,-34.87691116333008
njgwrttb,zesty-sweep-100,4,20,2,-28.41701889038086,-34.78511047363281
4yq8ekh3,grateful-sweep-150,8,16,36,-20.114259719848633,-34.960147857666016
7afmy41z,volcanic-sweep-97,4,16,48,-23.44231414794922,-34.80733871459961
194vymo8,helpful-sweep-151,8,16,48,-20.43461227416992,-34.789119720458984
a0d4igks,polished-sweep-82,4,8,2,-28.108402252197266,-35.078712463378906
gmrjyg23,peachy-sweep-101,4,20,4,-24.175140380859375,-34.91384506225586
pac4jzal,summer-sweep-81,4,6,90,-23.200178146362305,-34.90837097167969
26ebje6c,true-sweep-90,4,8,90,-23.189632415771484,-35.086036682128906
f3s3j2te,tough-sweep-152,8,16,72,-20.55983543395996,-34.52885818481445
qq591z9u,fluent-sweep-98,4,16,72,-23.617021560668945,-34.92123794555664
k7vlyj7y,ancient-sweep-102,4,20,8,-23.819190979003903,-35.029850006103516
q1805dnr,lyric-sweep-99,4,16,90,-23.167726516723633,-34.786319732666016
m3y2iame,dauntless-sweep-91,4,16,2,-28.265066146850582,-34.81442642211914
tqjsxhg0,chocolate-sweep-153,8,16,90,-20.30815315246582,-34.798912048339844
jxa148ah,ethereal-sweep-84,4,8,8,-23.47305679321289,-34.7379035949707
k26r7pet,happy-sweep-83,4,8,4,-23.93150520324707,-35.22103500366211
ghl25vkx,vital-sweep-103,4,20,16,-23.65519905090332,-34.868350982666016
fc7uhffn,stoic-sweep-104,4,20,24,-22.932462692260746,-35.00675964355469
to1psfcu,fine-sweep-85,4,8,16,-24.166109085083008,-34.703887939453125
v3emvwqu,glowing-sweep-100,4,20,2,-28.217884063720703,-34.93497085571289
cxm75ijp,curious-sweep-92,4,16,4,-24.18606948852539,-34.99072265625
tklmt0u6,glowing-sweep-101,4,20,4,-23.814237594604492,-35.193416595458984
xh0wmv0q,sunny-sweep-154,8,20,2,-27.776281356811523,-34.9033317565918
ftarhnuj,deep-sweep-93,4,16,8,-23.107141494750977,-34.813323974609375
ko8i2bmb,trim-sweep-105,4,20,36,-23.72705078125,-34.43349838256836
ljqygetc,zesty-sweep-86,4,8,24,-23.592599868774418,-34.56574630737305
r2kjfg7q,fiery-sweep-155,8,20,4,-23.98374938964844,-34.853397369384766
2pkdkwgb,likely-sweep-87,4,8,36,-23.03034210205078,-34.9443473815918
8nunta19,ethereal-sweep-88,4,8,48,-23.66802978515625,-34.981719970703125
c357q4yd,grateful-sweep-106,4,20,48,-22.719202041625977,-35.00069046020508
ydtqlgzq,sandy-sweep-94,4,16,16,-23.24359703063965,-34.753108978271484
0jetriy8,rare-sweep-95,4,16,24,-23.16727828979492,-35.02116394042969
k05q71ye,dry-sweep-102,4,20,8,-22.87966537475586,-35.04911422729492
kw1jdqyw,fragrant-sweep-89,4,8,72,-23.079530715942383,-34.85989761352539
wjiws3u4,elated-sweep-107,4,20,72,-23.030078887939453,-34.984561920166016
bxmnkbjj,denim-sweep-103,4,20,16,-23.24169158935547,-34.521141052246094
d4emwc7o,helpful-sweep-104,4,20,24,-23.562511444091797,-34.47943878173828
t8dmcyax,dazzling-sweep-108,4,20,90,-23.255447387695312,-34.97541809082031
bar7fiy9,eager-sweep-156,8,20,8,-21.27149200439453,-34.80021667480469
d1uaah3m,leafy-sweep-157,8,20,16,-20.385717391967773,-34.54328536987305
iap9r3qv,bright-sweep-96,4,16,36,-23.098276138305664,-35.00824737548828
i3dbny7u,resilient-sweep-109,8,2,2,-27.726043701171875,-35.09357833862305
z9urvd0s,rich-sweep-105,4,20,36,-24.33379364013672,-34.713722229003906
9wm0c9ii,dainty-sweep-90,4,8,90,-22.732227325439453,-34.95657730102539
sahh93tr,legendary-sweep-158,8,20,24,-20.907562255859375,-34.719112396240234
zrxg287q,comfy-sweep-97,4,16,48,-24.216917037963867,-34.68289566040039
eekis5b0,peach-sweep-106,4,20,48,-23.985410690307617,-34.849449157714844
8jjdr47z,flowing-sweep-91,4,16,2,-27.80915641784668,-35.11465072631836
d7w2k77n,wandering-sweep-110,8,2,4,-23.709012985229492,-35.39273452758789
aqpgsyym,colorful-sweep-159,8,20,36,-21.178316116333008,-34.588623046875
66k45wgw,misunderstood-sweep-92,4,16,4,-25.08459091186523,-35.123443603515625
7swd3gwa,clean-sweep-107,4,20,72,-22.83152961730957,-34.80265426635742
idwc4sl1,mild-sweep-98,4,16,72,-23.405319213867188,-34.5289306640625
xh3qzdum,wobbly-sweep-99,4,16,90,-23.79909324645996,-34.555362701416016
b42n562s,noble-sweep-111,8,2,8,-21.22892189025879,-35.27106475830078
l8v12mbt,absurd-sweep-112,8,2,16,-20.63627052307129,-34.906192779541016
ool8uujh,jumping-sweep-108,4,20,90,-22.974241256713867,-34.7779541015625
9axgtxwx,jolly-sweep-113,8,2,24,-20.489015579223633,-34.821231842041016
uq40l8a6,solar-sweep-160,8,20,48,-21.187049865722656,-34.839317321777344
o78zbyxd,polar-sweep-93,4,16,8,-22.881385803222656,-34.884033203125
2iok5lqc,ruby-sweep-100,4,20,2,-28.134653091430664,-34.927276611328125
vv6ombar,prime-sweep-109,8,2,2,-28.056501388549805,-34.975059509277344
5doo9d3h,swept-sweep-94,4,16,16,-22.94748878479004,-34.79655838012695
jsy5fpjl,clean-sweep-161,8,20,72,-20.404939651489254,-34.71476745605469
ybb8pbf9,solar-sweep-114,8,2,36,-20.066482543945312,-34.77603530883789
cjaraj5y,electric-sweep-162,8,20,90,-20.40387725830078,-34.63152313232422
wao7mdi6,avid-sweep-110,8,2,4,-23.104747772216797,-35.44468307495117
92jszmr6,vague-sweep-115,8,2,48,-20.539024353027344,-34.72269821166992
xfztq4to,summer-sweep-95,4,16,24,-22.932586669921875,-34.86614227294922
jlnntpzn,vague-sweep-163,16,2,2,-28.39091110229492,-34.79782485961914
utq8go07,atomic-sweep-96,4,16,36,-24.258285522460938,-34.73290252685547
5bmpf77n,iconic-sweep-111,8,2,8,-21.203617095947266,-34.88376998901367
w8brumm7,fallen-sweep-97,4,16,48,-23.04941177368164,-34.91615295410156
ak8uq7va,lemon-sweep-164,16,2,4,-24.15682029724121,-34.91287612915039
hcbocjjc,charmed-sweep-112,8,2,16,-20.896408081054688,-35.11423873901367
pjst1s96,peachy-sweep-101,4,20,4,-23.449079513549805,-35.06877899169922
sbevv5f6,serene-sweep-102,4,20,8,-23.405237197875977,-34.899688720703125
9ezo7fha,revived-sweep-103,4,20,16,-23.017179489135746,-34.77558898925781
sq0tpsjb,radiant-sweep-116,8,2,72,-20.857820510864254,-34.872276306152344
rwf2tatp,solar-sweep-98,4,16,72,-24.24515914916992,-34.838191986083984
k95g603z,quiet-sweep-104,4,20,24,-24.50263214111328,-34.546077728271484
pbvz7gx7,devoted-sweep-117,8,2,90,-21.130544662475582,-34.59809494018555
cz9tt881,graceful-sweep-99,4,16,90,-23.172670364379883,-34.71509552001953
c094hnwy,ruby-sweep-113,8,2,24,-20.18297576904297,-34.961692810058594
l9zqx7qc,glowing-sweep-118,8,4,2,-28.0052490234375,-35.18804168701172
rf27bv1x,usual-sweep-165,16,2,8,-21.219499588012695,-34.895809173583984
o8edf0ia,fiery-sweep-100,4,20,2,-28.875917434692383,-34.59554672241211
6l3n3wyh,fearless-sweep-166,16,2,16,-19.756519317626953,-34.90717697143555
jdsktkzm,dry-sweep-114,8,2,36,-20.58260154724121,-34.54129409790039
o9fd5til,ethereal-sweep-115,8,2,48,-20.17932891845703,-35.0660400390625
cwj57yge,silver-sweep-120,8,4,8,-21.48351287841797,-35.0162353515625
sg49vt9l,vital-sweep-119,8,4,4,-23.3144588470459,-35.392250061035156
5uxd2rs8,devoted-sweep-102,4,20,8,-23.41032600402832,-34.9847297668457
plzj3zd6,valiant-sweep-101,4,20,4,-25.220672607421875,-34.789302825927734
2s6dkiih,rural-sweep-116,8,2,72,-20.64002799987793,-34.88484573364258
k2it7dyx,flowing-sweep-105,4,20,36,-23.48883056640625,-35.03062057495117
4mpj1qlh,drawn-sweep-167,16,2,24,-18.9300537109375,-34.899112701416016
axf23j2c,faithful-sweep-107,4,20,72,-23.652359008789062,-34.542808532714844
qk9kcusz,effortless-sweep-106,4,20,48,-24.429153442382812,-34.49549102783203
ggfng7u2,laced-sweep-168,16,2,36,-18.845476150512695,-34.66114807128906
dlwdfbp8,gallant-sweep-103,4,20,16,-23.179697036743164,-34.900508880615234
dsr5mk50,magic-sweep-121,8,4,16,-20.491106033325195,-34.96426010131836
avhmkfgh,lemon-sweep-122,8,4,24,-19.535900115966797,-35.05198287963867
27auwt0q,eager-sweep-117,8,2,90,-20.76535987854004,-34.84897994995117
7cfbr6ch,wobbly-sweep-108,4,20,90,-23.567556381225582,-34.8695182800293
ifpn0anr,sage-sweep-169,16,2,48,-18.76429748535156,-34.612693786621094
ses59n1t,flowing-sweep-118,8,4,2,-27.669649124145508,-35.172664642333984
dcms32gq,jolly-sweep-123,8,4,36,-20.345184326171875,-34.76972198486328
6bkyxsa0,fallen-sweep-104,4,20,24,-23.017784118652344,-34.878456115722656
3hspoilk,celestial-sweep-119,8,4,4,-23.270383834838867,-35.31217575073242
zsn219kh,soft-sweep-105,4,20,36,-23.36582946777344,-34.67585372924805
5vlqtiql,stellar-sweep-124,8,4,48,-20.33077049255371,-35.0596809387207
eu5wv852,genial-sweep-109,8,2,2,-28.3771915435791,-35.021888732910156
jqjuith7,solar-sweep-170,16,2,72,-18.3133487701416,-34.83427047729492
ofn9j27r,cosmic-sweep-110,8,2,4,-23.954130172729492,-35.214385986328125
e8v4dvof,unique-sweep-107,4,20,72,-23.920703887939453,-34.63320541381836
k4ynwep0,apricot-sweep-106,4,20,48,-23.73249053955078,-34.375404357910156
01gwnejw,crisp-sweep-120,8,4,8,-21.876163482666016,-34.724613189697266
w61arc74,magic-sweep-108,4,20,90,-23.714818954467773,-34.42900848388672
0vvgu9a5,fluent-sweep-111,8,2,8,-21.001726150512695,-35.19545364379883
jaesoyiq,noble-sweep-125,8,4,72,-20.05877685546875,-34.79002380371094
0b9evx2b,stellar-sweep-126,8,4,90,-20.62906837463379,-34.69953918457031
58j7zbuz,toasty-sweep-171,16,2,90,-18.818355560302734,-34.848121643066406
h3oyslq3,restful-sweep-172,16,4,2,-28.240407943725582,-34.907196044921875
8a8c4a0b,upbeat-sweep-112,8,2,16,-20.802162170410156,-34.83646011352539
ay8iuubs,warm-sweep-121,8,4,16,-20.50023078918457,-34.876102447509766
ub2p6m5e,copper-sweep-127,8,6,2,-27.93535614013672,-34.965904235839844
p6pt4avz,divine-sweep-122,8,4,24,-20.40474510192871,-34.87474822998047
i5hwf0la,crisp-sweep-128,8,6,4,-25.082040786743164,-34.66991424560547
eme6amjv,graceful-sweep-109,8,2,2,-27.987693786621097,-35.33191680908203
cku01p8c,distinctive-sweep-123,8,4,36,-20.373231887817383,-34.77659225463867
r5509sq3,radiant-sweep-173,16,4,4,-24.09847068786621,-34.8723030090332
xtm3wt09,vague-sweep-110,8,2,4,-24.478818893432617,-35.276588439941406
a33tkpwk,eternal-sweep-124,8,4,48,-20.428754806518555,-34.773841857910156
izd9ee8t,light-sweep-129,8,6,8,-21.91947364807129,-34.956600189208984
i3aoljs2,vague-sweep-113,8,2,24,-19.966394424438477,-35.17193603515625
8bg43bys,wise-sweep-114,8,2,36,-20.404123306274418,-34.851993560791016
t3pf0gq1,vivid-sweep-111,8,2,8,-20.74091911315918,-35.250728607177734
lbtx4im2,confused-sweep-125,8,4,72,-20.342639923095703,-34.86324691772461
mxj7svar,snowy-sweep-112,8,2,16,-20.38966178894043,-34.91496658325195
i141gl9c,brisk-sweep-174,16,4,8,-21.344501495361328,-34.725032806396484
48r16ggi,stellar-sweep-113,8,2,24,-20.739072799682617,-34.70540237426758
hr9rz6ag,elated-sweep-130,8,6,16,-20.98245429992676,-35.052024841308594
17wvnr7l,vivid-sweep-115,8,2,48,-20.316068649291992,-34.91273498535156
0qqait6h,vague-sweep-175,16,4,16,-18.401302337646484,-34.95797348022461
l8zokat0,snowy-sweep-116,8,2,72,-21.161623001098633,-34.81820297241211
sf5w0q3v,different-sweep-176,16,4,24,-18.8581600189209,-34.86087417602539
j8bz6ng1,spring-sweep-131,8,6,24,-21.034351348876953,-34.60231399536133
tyirpyuc,robust-sweep-132,8,6,36,-20.960569381713867,-34.362403869628906
z4n153z4,glorious-sweep-133,8,6,48,-21.082809448242188,-34.628822326660156
1yzcm6hb,dandy-sweep-134,8,6,72,-20.813852310180664,-34.61943817138672
q7fp94lt,fine-sweep-114,8,2,36,-20.445789337158203,-35.00507736206055
zxlrse81,graceful-sweep-115,8,2,48,-20.446697235107425,-34.79240417480469
6llxtdwq,sparkling-sweep-128,8,6,4,-23.73285484313965,-34.89363479614258
d3geq0g0,upbeat-sweep-127,8,6,2,-28.08114242553711,-35.045711517333984
hj997di0,treasured-sweep-126,8,4,90,-20.771963119506836,-34.65163803100586
mvxr9gim,driven-sweep-177,16,4,36,-18.49062156677246,-34.79591369628906
h23wynv6,playful-sweep-129,8,6,8,-20.4161376953125,-35.17666244506836
h9mnwdgr,pleasant-sweep-117,8,2,90,-20.450634002685547,-34.7001953125
4cm8h2i9,fiery-sweep-178,16,4,48,-18.21346664428711,-34.78534698486328
sdnvkogk,still-sweep-131,8,6,24,-20.1334171295166,-34.725624084472656
x0ixfqgo,devout-sweep-130,8,6,16,-20.495790481567383,-35.04781723022461
nqblmre1,lyric-sweep-116,8,2,72,-20.395431518554688,-34.830928802490234
0jvtz4t2,brisk-sweep-132,8,6,36,-20.869760513305664,-35.1686897277832
dj0de96s,amber-sweep-118,8,4,2,-28.277660369873047,-34.88615417480469
5j69ow05,revived-sweep-135,8,6,90,-20.66085433959961,-34.54557800292969
j1ikakoj,daily-sweep-117,8,2,90,-21.2420597076416,-34.618961334228516
854njyly,super-sweep-118,8,4,2,-29.086456298828125,-35.04465103149414
2ba8yo3n,colorful-sweep-119,8,4,4,-23.676605224609375,-35.1436653137207
zhvkqc02,zesty-sweep-179,16,4,72,-18.575559616088867,-34.44797134399414
zhsdwdti,young-sweep-136,8,8,2,-28.811527252197266,-34.44190216064453
j6e42g5n,gentle-sweep-120,8,4,8,-22.398935317993164,-34.87055587768555
18byy7tr,electric-sweep-137,8,8,4,-24.053022384643555,-34.86863327026367
tadzcajb,balmy-sweep-133,8,6,48,-20.579837799072266,-34.79877853393555
y89xn4xt,curious-sweep-180,16,4,90,-18.875389099121097,-34.502140045166016
vrwemy9n,peach-sweep-134,8,6,72,-20.41931533813477,-34.5699348449707
okwkhmv2,iconic-sweep-181,16,6,2,-28.573320388793945,-34.39190673828125
qvfy5tfk,rural-sweep-119,8,4,4,-23.765106201171875,-35.03578567504883
sw15191w,spring-sweep-121,8,4,16,-20.61439323425293,-34.957462310791016
oyys9cas,soft-sweep-120,8,4,8,-20.618925094604492,-34.974647521972656
bcy5o310,zesty-sweep-135,8,6,90,-20.571813583374023,-34.90410614013672
tyrvx1w1,toasty-sweep-122,8,4,24,-20.120098114013672,-34.9610595703125
bj7y8zq3,curious-sweep-138,8,8,8,-20.76785659790039,-34.99191665649414
ff673k8l,stellar-sweep-121,8,4,16,-20.547666549682617,-34.71966552734375
