id,name,k1,k2,k3,avg_test_ll,avg_lp.min
0ejzvzn0,hearty-sweep-185,16,6,24,-18.871896743774418,-34.735904693603516
hxmvjw8v,morning-sweep-186,16,6,36,-18.130537033081055,-34.7750129699707
no650tax,dauntless-sweep-187,16,6,48,-18.416349411010746,-34.643211364746094
wz3zqtlv,zesty-sweep-188,16,6,72,-18.554128646850582,-34.73005294799805
arbk6545,ethereal-sweep-189,16,6,90,-18.12803077697754,-35.012779235839844
r8lctsvo,solar-sweep-190,16,8,2,-28.013702392578125,-35.064422607421875
1mqal0zi,fast-sweep-191,16,8,4,-23.213056564331055,-34.5389404296875
mm8yzold,clean-sweep-192,16,8,8,-20.873231887817383,-35.02739715576172
jw240gvn,good-sweep-193,16,8,16,-19.25904083251953,-34.900909423828125
inushb39,upbeat-sweep-194,16,8,24,-18.77278709411621,-34.737789154052734
sqo0mf3f,kind-sweep-195,16,8,36,-18.70870590209961,-34.758506774902344
yql8dpoh,polar-sweep-196,16,8,48,-18.870067596435547,-34.70227813720703
q4e0g7lw,jolly-sweep-197,16,8,72,-18.30274200439453,-34.53665542602539
jc2dvars,fiery-sweep-198,16,8,90,-18.927322387695312,-34.49934005737305
veqfpe98,resilient-sweep-199,16,16,2,-28.456132888793945,-34.65006637573242
92b2rp8e,bumbling-sweep-200,16,16,4,-23.869239807128903,-34.6627082824707
71kehzh6,dazzling-sweep-201,16,16,8,-20.749164581298828,-34.68128967285156
lp3wtwyn,young-sweep-202,16,16,16,-19.002256393432617,-34.82184982299805
gessokey,fragrant-sweep-203,16,16,24,-18.99113655090332,-35.0991096496582
pe8bmjko,fiery-sweep-204,16,16,36,-19.375120162963867,-34.875823974609375
a1u1e1px,bright-sweep-205,16,16,48,-19.371742248535156,-34.85692596435547
m9xbnubu,solar-sweep-206,16,16,72,-18.55278968811035,-34.491180419921875
c0r516z6,fanciful-sweep-207,16,16,90,-20.125825881958008,-34.94172286987305
bl43qtvl,classic-sweep-208,16,20,2,-28.142717361450195,-34.89625930786133
t8reqnva,clean-sweep-209,16,20,4,-24.532394409179688,-34.941314697265625
0z44lts6,cool-sweep-211,16,20,16,-19.059860229492188,-34.7970085144043
fcvc5nzd,wandering-sweep-210,16,20,8,-21.234983444213867,-34.7869873046875
ylfh28z0,proud-sweep-212,16,20,24,-19.000831604003903,-34.871788024902344
1zl378e7,breezy-sweep-213,16,20,36,-19.49873161315918,-34.836021423339844
mwcncs3d,ethereal-sweep-214,16,20,48,-19.60681915283203,-34.48606491088867
hxqlekie,glad-sweep-215,16,20,72,-18.879541397094727,-34.8181037902832
si1f81tt,mild-sweep-216,16,20,90,-19.662364959716797,-34.51111602783203
0p1k6h49,devout-sweep-217,32,2,2,-28.544586181640625,-34.5025520324707
6kh6vjxd,scarlet-sweep-218,32,2,4,-23.84906578063965,-34.712989807128906
lv4s7inp,wobbly-sweep-219,32,2,8,-21.755048751831055,-34.56454849243164
r4cgz21d,pretty-sweep-220,32,2,16,-19.411523818969727,-35.07841491699219
2ozlbz24,fanciful-sweep-221,32,2,24,-18.455326080322266,-34.5547981262207
bm3dd9f3,elated-sweep-222,32,2,36,-18.03795623779297,-34.75102233886719
khljtriz,dutiful-sweep-223,32,2,48,-17.687650680541992,-34.67975997924805
u3i29e6u,worthy-sweep-224,32,2,72,-17.655946731567383,-34.418270111083984
snm5phng,dashing-sweep-225,32,2,90,-17.5634822845459,-34.59634780883789
pxqqker6,azure-sweep-226,32,4,2,-27.93047142028809,-34.63179016113281
ok8dvdfw,crimson-sweep-227,32,4,4,-24.75932884216309,-34.83665466308594
7r3wrzuq,polished-sweep-228,32,4,8,-20.966020584106445,-34.74523162841797
cb10uelr,proud-sweep-229,32,4,16,-19.40222549438477,-34.89905548095703
vwnv4nde,valiant-sweep-230,32,4,24,-18.78883934020996,-34.64423751831055
m4rcx5aq,stilted-sweep-231,32,4,36,-17.82208251953125,-34.519371032714844
ebq5ndkj,proud-sweep-232,32,4,48,-18.43130111694336,-34.67593002319336
bm43mpyk,wandering-sweep-233,32,4,72,-17.71173667907715,-34.43970489501953
nqj8im8o,grateful-sweep-234,32,4,90,-17.880783081054688,-34.96192169189453
kuu8db3z,logical-sweep-235,32,6,2,-28.669687271118164,-34.5852165222168
qi81ee4b,cool-sweep-236,32,6,4,-24.4599666595459,-34.806278228759766
b2h2s570,atomic-sweep-237,32,6,8,-21.036041259765625,-34.79627990722656
dxe0agpx,wise-sweep-238,32,6,16,-19.297035217285156,-34.66578674316406
7z1uau7c,icy-sweep-240,32,6,36,-18.181838989257812,-34.55829620361328
xzkk9ias,true-sweep-239,32,6,24,-18.66765785217285,-34.72156524658203
48wmq17l,golden-sweep-241,32,6,48,-17.804622650146484,-34.61066818237305
kzc1pscz,confused-sweep-242,32,6,72,-17.943500518798828,-34.628562927246094
32xu95d3,tough-sweep-243,32,6,90,-17.775972366333008,-34.88622283935547
l0anzk7x,frosty-sweep-244,32,8,2,-27.9266300201416,-34.96519470214844
vb5nj124,pious-sweep-245,32,8,4,-23.44939613342285,-34.57136154174805
2y9koapg,fiery-sweep-246,32,8,8,-22.222816467285156,-34.70072937011719
d1dqi0jj,northern-sweep-247,32,8,16,-19.95755958557129,-34.82801055908203
9j8kau2a,icy-sweep-248,32,8,24,-18.710464477539062,-34.60478973388672
u1ldhzit,icy-sweep-249,32,8,36,-18.169593811035156,-34.974761962890625
37w85lqe,curious-sweep-250,32,8,48,-18.341806411743164,-34.61629867553711
u6krt4p1,curious-sweep-251,32,8,72,-18.04048728942871,-34.39046096801758
fusyu0v1,laced-sweep-252,32,8,90,-18.72609519958496,-34.55540084838867
3ocs972w,vague-sweep-253,32,16,2,-28.60078811645508,-34.744476318359375
ongmg2y7,radiant-sweep-254,32,16,4,-23.70764923095703,-34.629207611083984
fnvzmij0,vivid-sweep-255,32,16,8,-20.88959312438965,-35.00249481201172
qth4n1s4,stilted-sweep-256,32,16,16,-18.81774139404297,-34.41238021850586
e1thzlf6,stellar-sweep-257,32,16,24,-18.604368209838867,-34.9803581237793
fyonojbc,splendid-sweep-258,32,16,36,-18.34723663330078,-34.88166809082031
vg1hca8p,daily-sweep-259,32,16,48,-18.790903091430664,-34.46936798095703
a70nesdb,stilted-sweep-260,32,16,72,-18.19567489624023,-34.737510681152344
5hkgua9d,zany-sweep-261,32,16,90,-19.60697364807129,-34.61022186279297
xp4vpzzb,dry-sweep-262,32,20,2,-28.237680435180664,-34.95330047607422
gmt4xy5t,swift-sweep-263,32,20,4,-23.963499069213867,-34.699520111083984
djew6vl4,fearless-sweep-264,32,20,8,-20.98944664001465,-34.67353439331055
ij2nn2pi,trim-sweep-265,32,20,16,-19.652484893798828,-34.75333786010742
fff0pel2,glad-sweep-266,32,20,24,-19.21478271484375,-34.84542465209961
dt4t93no,whole-sweep-267,32,20,36,-18.914953231811523,-34.365108489990234
fi69iql7,super-sweep-268,32,20,48,-18.85696792602539,-34.72490692138672
9i2q1xzc,playful-sweep-269,32,20,72,-19.953718185424805,-34.58325958251953
f2fin4uf,astral-sweep-270,32,20,90,-19.483482360839844,-34.38926696777344
w6g0ac0k,smart-sweep-271,64,2,2,-28.652544021606445,-34.676475524902344
iz91e606,swift-sweep-273,64,2,8,-21.119016647338867,-35.051109313964844
jf7484xe,lilac-sweep-272,64,2,4,-23.422428131103516,-34.251346588134766
5mzr487r,lively-sweep-274,64,2,16,-18.9781436920166,-34.52391815185547
8rum5a0j,peach-sweep-275,64,2,24,-18.79888916015625,-34.49412155151367
3nhd3mb2,dandy-sweep-276,64,2,36,-19.38072967529297,-34.39275360107422
lq1xuvtt,winter-sweep-277,64,2,48,-18.079639434814453,-34.36258316040039
0h2pwca1,avid-sweep-278,64,2,72,-18.055355072021484,-34.65689468383789
xk25sjiu,drawn-sweep-279,64,2,90,-17.834758758544922,-34.46417236328125
dh2hx85l,cool-sweep-280,64,4,2,-28.50117874145508,-34.54884338378906
6zaz45dx,pretty-sweep-281,64,4,4,-23.70951461791992,-34.648094177246094
h69zrcv1,copper-sweep-282,64,4,8,-20.79538917541504,-34.72068405151367
dkajlwkl,eager-sweep-283,64,4,16,-19.371158599853516,-34.6664924621582
7c38q4ol,bright-sweep-284,64,4,24,-18.803926467895508,-34.570823669433594
lqxctu58,northern-sweep-285,64,4,36,-17.94403076171875,-34.4968376159668
s1xl0sn7,prime-sweep-286,64,4,48,-18.200855255126953,-34.664676666259766
yjd8tme6,smart-sweep-287,64,4,72,-17.66115951538086,-34.33565902709961
jyika9dv,grateful-sweep-288,64,4,90,-17.702974319458008,-34.586151123046875
ahoxqe07,floral-sweep-289,64,6,2,-27.702478408813477,-34.8986930847168
hetcpp82,spring-sweep-290,64,6,4,-23.86756134033203,-34.66633605957031
7sas9ecp,peach-sweep-291,64,6,8,-21.19812393188477,-34.69047164916992
vclrsa4e,charmed-sweep-292,64,6,16,-19.829504013061523,-34.30979537963867
ikzxwn9m,clean-sweep-293,64,6,24,-19.094497680664062,-34.6287727355957
cf0iadlj,lucky-sweep-294,64,6,36,-18.865453720092773,-34.402122497558594
oeirvr64,fresh-sweep-295,64,6,48,-17.825519561767578,-34.52333068847656
f3rdcap1,copper-sweep-296,64,6,72,-18.125537872314453,-34.712158203125
56bmdii5,misunderstood-sweep-297,64,6,90,-18.813182830810547,-34.53424835205078
1kegembs,comic-sweep-298,64,8,2,-27.71457290649414,-34.27748489379883
64dt054r,unique-sweep-299,64,8,4,-24.19687843322754,-34.73859405517578
59umpcwy,floral-sweep-300,64,8,8,-21.838884353637695,-34.78721237182617
z1bsos1o,comfy-sweep-301,64,8,16,-20.291728973388672,-34.64573669433594
bb6y0b8v,cool-sweep-302,64,8,24,-19.095186233520508,-34.69009780883789
ai7ycgnt,bumbling-sweep-303,64,8,36,-18.73056983947754,-34.5094108581543
31k0hijj,cosmic-sweep-304,64,8,48,-18.991924285888672,-34.553165435791016
gop7ah4m,misunderstood-sweep-305,64,8,72,-18.892675399780273,-34.41337966918945
j4bjwqiz,lilac-sweep-306,64,8,90,-18.762142181396484,-34.639862060546875
efo86jck,cerulean-sweep-307,64,16,2,-28.187755584716797,-34.72996139526367
pu7mucow,super-sweep-308,64,16,4,-23.879100799560547,-34.58253479003906
ej5yz29o,lemon-sweep-309,64,16,8,-21.86284637451172,-34.70022964477539
0ub5c0av,cool-sweep-310,64,16,16,-20.263282775878903,-34.42618942260742
pnpysnpu,bumbling-sweep-311,64,16,24,-20.327770233154297,-34.59986877441406
j83v89vu,mild-sweep-312,64,16,36,-19.90480613708496,-34.59288787841797
bafvatwh,efficient-sweep-313,64,16,48,-19.586820602416992,-34.56181335449219
q1ptqv0e,cosmic-sweep-314,64,16,72,-20.213247299194336,-34.14090347290039
yiszglv0,dutiful-sweep-315,64,16,90,-20.739126205444336,-34.24208068847656
j65wbrva,scarlet-sweep-316,64,20,2,-28.203338623046875,-34.959110260009766
rfc6ix84,glad-sweep-317,64,20,4,-24.7489013671875,-34.55947494506836
b0y4i0m7,unique-sweep-318,64,20,8,-21.5679874420166,-34.924503326416016
1rd90dcc,fluent-sweep-319,64,20,16,-20.416576385498047,-34.7018928527832
5kebixoc,dark-sweep-320,64,20,24,-20.598512649536133,-34.64777755737305
bq7ys5or,wise-sweep-321,64,20,36,-19.368711471557617,-34.376731872558594
r3mbn0wq,woven-sweep-322,64,20,48,-21.03118324279785,-34.024192810058594
vu171bsv,desert-sweep-323,64,20,72,-20.7462215423584,-34.04301071166992
h90kp1xl,whole-sweep-324,64,20,90,-21.347017288208008,-34.06930160522461
4a8n1285,valiant-sweep-325,96,2,2,-28.22406768798828,-34.32514190673828
oxdco95m,graceful-sweep-326,96,2,4,-24.012910842895508,-34.335594177246094
ro68njgr,dazzling-sweep-327,96,2,8,-20.919164657592773,-34.4070930480957
tx6pwjfc,chocolate-sweep-328,96,2,16,-20.31100845336914,-34.3494758605957
2nomlztl,cool-sweep-329,96,2,24,-18.95454216003418,-34.6633415222168
p67hgye4,easy-sweep-330,96,2,36,-18.13276100158691,-34.604164123535156
4n3k812o,young-sweep-331,96,2,48,-18.226577758789062,-34.24711227416992
csx6muob,revived-sweep-332,96,2,72,-18.71213722229004,-34.448299407958984
99yq3pen,neat-sweep-333,96,2,90,-19.018470764160156,-34.14493942260742
2uz3hdyy,twilight-sweep-334,96,4,2,-27.6376953125,-34.50010681152344
e8lapxsw,rose-sweep-335,96,4,4,-24.040821075439453,-34.249427795410156
hjg7tmc3,comfy-sweep-336,96,4,8,-21.90094566345215,-34.44227600097656
w370c07e,worthy-sweep-338,96,4,24,-19.65338134765625,-34.52058029174805
fjiqofgm,different-sweep-339,96,4,36,-18.894662857055664,-34.59813690185547
tlz05n6q,flowing-sweep-340,96,4,48,-18.889846801757812,-34.686920166015625
cj4af51i,daily-sweep-341,96,4,72,-17.19377899169922,-34.408721923828125
f0vf9td9,devout-sweep-342,96,4,90,-17.49233627319336,-34.37630844116211
4r048fre,robust-sweep-343,96,6,2,-28.344573974609375,-34.61492156982422
p9pokw3o,toasty-sweep-344,96,6,4,-23.89102554321289,-34.58020782470703
clzoof4l,firm-sweep-346,96,6,16,-19.57514762878418,-34.2906494140625
gkqlev26,graceful-sweep-345,96,6,8,-21.34461975097656,-34.6390380859375
533ldzyb,pleasant-sweep-347,96,6,24,-19.371471405029297,-34.46913146972656
9fqsfrmm,dashing-sweep-348,96,6,36,-19.44900703430176,-34.15594482421875
vr96bm9m,fragrant-sweep-349,96,6,48,-18.881620407104492,-34.08409118652344
r0xsfmfp,laced-sweep-350,96,6,72,-18.68080139160156,-34.40520095825195
oys1yn1d,breezy-sweep-351,96,6,90,-19.119386672973633,-33.936763763427734
nmwzabxa,splendid-sweep-352,96,8,2,-28.443748474121097,-34.53018569946289
d8zq4hgt,dashing-sweep-353,96,8,4,-24.531658172607425,-34.535736083984375
9pnkaqyp,stoic-sweep-354,96,8,8,-21.39522171020508,-34.38759231567383
dsspgtu6,fast-sweep-355,96,8,16,-19.85988426208496,-34.192256927490234
rvjs53mg,atomic-sweep-356,96,8,24,-19.64377784729004,-34.2825813293457
xdphit3h,neat-sweep-357,96,8,36,-18.555604934692383,-34.56903076171875
mvtbekna,olive-sweep-358,96,8,48,-18.548030853271484,-34.36145782470703
im0misbf,sweet-sweep-359,96,8,72,-19.832611083984375,-34.44340896606445
wrp8aowy,gentle-sweep-360,96,8,90,-21.00166702270508,-34.2525520324707
eyyffkbn,frosty-sweep-361,96,16,2,-27.640605926513672,-34.652992248535156
b9wb40pj,dauntless-sweep-362,96,16,4,-25.230817794799805,-34.638858795166016
dujx52oa,misty-sweep-363,96,16,8,-21.786865234375,-34.28008270263672
dldlatmt,crisp-sweep-364,96,16,16,-21.0233097076416,-34.26516342163086
3wlqpee1,jolly-sweep-365,96,16,24,-21.445056915283203,-34.54314041137695
un9qvi1g,dark-sweep-366,96,16,36,-20.532325744628903,-34.55131149291992
em8nr0qj,radiant-sweep-367,96,16,48,-20.644495010375977,-34.15650177001953
nn04p9qo,super-sweep-368,96,16,72,-22.4654483795166,-33.886966705322266
ipl4zb41,hopeful-sweep-369,96,16,90,-24.31165313720703,-33.50259780883789
pc9a1jdx,prime-sweep-370,96,20,2,-28.36112403869629,-34.62904739379883
dqkqpf8b,hearty-sweep-371,96,20,4,-25.268381118774418,-34.525238037109375
fl090k3j,earnest-sweep-372,96,20,8,-22.61208724975586,-34.74504089355469
065plz58,polished-sweep-373,96,20,16,-22.455602645874023,-34.59390640258789
xblog82r,colorful-sweep-374,96,20,24,-21.31720542907715,-34.28322982788086
0rvfrutp,young-sweep-375,96,20,36,-21.92087745666504,-34.44981384277344
xx4rcsi5,eternal-sweep-376,96,20,48,-21.62564468383789,-34.000370025634766
1ql15qb5,good-sweep-377,96,20,72,-24.413671493530273,-33.886932373046875
nnqbdpo8,ancient-sweep-378,96,20,90,-24.21017074584961,-33.5316162109375
h2795qrv,jumping-sweep-379,128,2,2,-28.14112091064453,-34.17362976074219
z0i6khql,graceful-sweep-380,128,2,4,-23.790557861328125,-33.95611572265625
0m7tve7r,sparkling-sweep-381,128,2,8,-21.463947296142575,-34.428836822509766
uebgfj98,smart-sweep-382,128,2,16,-19.569982528686523,-34.160030364990234
7zrd56mn,rich-sweep-383,128,2,24,-19.23244857788086,-34.28166961669922
0j6i0p4u,good-sweep-384,128,2,36,-18.678119659423828,-34.33347702026367
vlj0rw23,polished-sweep-385,128,2,48,-18.78607940673828,-34.31498336791992
5jygv277,fragrant-sweep-386,128,2,72,-18.76216506958008,-34.31645202636719
mzdmc943,soft-sweep-387,128,2,90,-18.53101921081543,-34.20119857788086
m70ufctd,dulcet-sweep-388,128,4,2,-27.653419494628903,-34.513065338134766
mrnpx2gv,volcanic-sweep-389,128,4,4,-24.73540687561035,-33.92812728881836
sqs7rhfd,stilted-sweep-390,128,4,8,-21.386537551879883,-34.20391845703125
dnw6ojng,rural-sweep-392,128,4,24,-18.951337814331055,-34.10731887817383
trvrbx9y,winter-sweep-391,128,4,16,-19.776111602783203,-34.18008041381836
m8jxjpm8,usual-sweep-393,128,4,36,-18.83528709411621,-34.26447677612305
8hwunlbh,fallen-sweep-394,128,4,48,-18.347225189208984,-34.475040435791016
wn8d3994,distinctive-sweep-395,128,4,72,-18.275081634521484,-33.8553352355957
7o6xalot,peachy-sweep-396,128,4,90,-18.874515533447266,-34.22884750366211
55nyekg7,genial-sweep-397,128,6,2,-28.21196174621582,-34.38144302368164
h29ygtbv,resilient-sweep-398,128,6,4,-24.152786254882812,-34.722774505615234
103nd0cs,sunny-sweep-399,128,6,8,-22.639137268066406,-34.53772735595703
dledxrq6,spring-sweep-400,128,6,16,-20.131444931030273,-34.21067810058594
w7uuzmj9,golden-sweep-401,128,6,24,-18.348819732666016,-34.52375411987305
b8nlmnw8,giddy-sweep-402,128,6,36,-18.83504295349121,-34.32133102416992
xxgpvnvi,visionary-sweep-403,128,6,48,-18.96528053283691,-34.33674621582031
eqwkvqrc,fine-sweep-404,128,6,72,-19.150402069091797,-34.084678649902344
26buh4kq,atomic-sweep-405,128,6,90,-18.357507705688477,-33.861167907714844
7hz07vdy,earnest-sweep-406,128,8,2,-28.724403381347656,-34.44071960449219
yswv476r,firm-sweep-407,128,8,4,-24.02032470703125,-34.39014434814453
4b6vx1au,dazzling-sweep-408,128,8,8,-22.405916213989254,-34.23968505859375
otl4ssd0,dauntless-sweep-409,128,8,16,-20.626991271972656,-34.51239776611328
dury4wc6,ethereal-sweep-410,128,8,24,-19.888389587402344,-34.529701232910156
nw3xqnuh,comic-sweep-411,128,8,36,-19.812530517578125,-34.12972640991211
8emcokcf,fancy-sweep-412,128,8,48,-19.170988082885746,-34.13254165649414
9fxewxqd,different-sweep-413,128,8,72,-20.27106475830078,-33.85877990722656
5s9q7llr,elated-sweep-414,128,8,90,-20.51767349243164,-33.94921875
bard1j5d,visionary-sweep-415,128,16,2,-28.06535530090332,-33.972232818603516
ciikkdag,driven-sweep-416,128,16,4,-25.311378479003903,-34.553192138671875
xldqa3c5,frosty-sweep-417,128,16,8,-22.229230880737305,-34.28026580810547
tz5yydzg,royal-sweep-418,128,16,16,-21.139495849609375,-34.14922332763672
sa22mb2s,ancient-sweep-419,128,16,24,-21.94805335998535,-34.169044494628906
c47xovlh,ancient-sweep-420,128,16,36,-21.940439224243164,-34.07141876220703
2rrps63l,pleasant-sweep-421,128,16,48,-23.84990501403809,-33.88444900512695
gsx2ae91,unique-sweep-422,128,16,72,-24.65349006652832,-33.6365966796875
hcixd36o,tough-sweep-423,128,16,90,-25.45178604125977,-33.23640060424805
2p3cul7p,distinctive-sweep-424,128,20,2,-28.164045333862305,-34.51719284057617
1k892fte,usual-sweep-425,128,20,4,-26.06993293762207,-34.51044845581055
omda6sqy,morning-sweep-426,128,20,8,-22.37219619750977,-34.11819839477539
f6jhk8fp,rosy-sweep-427,128,20,16,-23.656675338745117,-34.25645065307617
n6gktsvk,trim-sweep-428,128,20,24,-22.89808464050293,-34.332679748535156
ygg8cj7f,icy-sweep-429,128,20,36,-23.269922256469727,-33.943572998046875
98i4uzvf,rich-sweep-430,128,20,48,-24.81519889831543,-33.79669189453125
ucl0leav,laced-sweep-431,128,20,72,-26.14472389221191,-33.376251220703125
61epqoy8,decent-sweep-432,128,20,90,-26.91727828979492,-32.83076095581055
b5xl4yy7,dauntless-sweep-433,256,2,2,-28.54549789428711,-33.88026428222656
a1vtycpn,playful-sweep-434,256,2,4,-23.182191848754883,-33.59856033325195
y8jgzczr,distinctive-sweep-435,256,2,8,-21.584735870361328,-33.743553161621094
4pdnnbvz,warm-sweep-436,256,2,16,-20.403779983520508,-33.9475212097168
9u7q25bu,swept-sweep-437,256,2,24,-19.78098487854004,-33.57508087158203
d5zd7vyb,absurd-sweep-438,256,2,36,-20.132320404052734,-33.8622932434082
7fzqntke,light-sweep-439,256,2,48,-18.786954879760746,-33.62905502319336
t08ibu3x,wandering-sweep-440,256,2,72,-19.063907623291016,-33.591617584228516
3cmdegb3,smooth-sweep-441,256,2,90,-18.7939453125,-33.37495422363281
ql1i1l6y,playful-sweep-442,256,4,2,-27.7718505859375,-33.98231887817383
8fggbcff,denim-sweep-443,256,4,4,-24.213239669799805,-33.65522384643555
qhtcsvmk,dainty-sweep-444,256,4,8,-21.55120849609375,-33.886260986328125
26qn28rb,unique-sweep-445,256,4,16,-20.13519859313965,-33.8411750793457
epn9gp1t,misunderstood-sweep-446,256,4,24,-20.410335540771484,-33.88618087768555
dtyvg4cd,young-sweep-447,256,4,36,-19.488269805908203,-33.8970832824707
qmfl1yac,snowy-sweep-448,256,4,48,-19.64018440246582,-33.7058219909668
1y9mv84l,balmy-sweep-449,256,4,72,-19.719982147216797,-33.30105209350586
o1490qbp,misty-sweep-450,256,4,90,-20.003007888793945,-33.34636306762695
waghkjoe,sparkling-sweep-451,256,6,2,-28.52399253845215,-33.999229431152344
mx17sb57,absurd-sweep-452,256,6,4,-25.378833770751953,-33.710269927978516
lj87xau8,still-sweep-453,256,6,8,-21.91522979736328,-33.72322082519531
s9lu4319,solar-sweep-454,256,6,16,-20.011512756347656,-34.35143280029297
8vta1t03,happy-sweep-455,256,6,24,-19.931060791015625,-33.82590866088867
4lyogaul,upbeat-sweep-456,256,6,36,-21.055633544921875,-33.78977584838867
s7p8vc9f,kind-sweep-457,256,6,48,-21.185321807861328,-33.777610778808594
nthi0548,devout-sweep-458,256,6,72,-22.54138946533203,-33.203975677490234
njgafreh,rural-sweep-459,256,6,90,-22.300148010253903,-33.29741287231445
8hvqq1gi,curious-sweep-460,256,8,2,-27.466650009155273,-33.91416549682617
f7sbg8w9,cool-sweep-461,256,8,4,-24.40677833557129,-33.820377349853516
nhyri207,different-sweep-462,256,8,8,-22.19469833374023,-33.83473205566406
v3jh2w6o,apricot-sweep-463,256,8,16,-21.86603355407715,-33.830257415771484
rd9x8wrh,lilac-sweep-464,256,8,24,-22.96576690673828,-33.7924690246582
h4gio7f6,happy-sweep-465,256,8,36,-22.306446075439453,-33.450408935546875
itc0ybw9,golden-sweep-466,256,8,48,-23.978580474853516,-33.18098831176758
0bthsygk,comfy-sweep-467,256,8,72,-27.161611557006836,-32.959510803222656
s5tocyih,ruby-sweep-468,256,8,90,-28.74722671508789,-32.7872200012207
duog8qo6,glad-sweep-469,256,16,2,-28.69065284729004,-34.17532730102539
z4fns2vq,smart-sweep-470,256,16,4,-24.974994659423828,-33.68971252441406
5c0ptf57,stilted-sweep-471,256,16,8,-23.95625877380371,-33.74738693237305
viy1hr68,fearless-sweep-472,256,16,16,-24.25856590270996,-33.96816635131836
xb0tzf4s,fast-sweep-473,256,16,24,-28.006385803222656,-33.62624740600586
9bevd1tb,vague-sweep-474,256,16,36,-30.066919326782227,-33.20344924926758
n23cg9om,glorious-sweep-475,256,16,48,-33.00418472290039,-33.02949523925781
9azav3y3,apricot-sweep-476,256,16,72,-36.17709732055664,-32.58681106567383
9zb8stlp,usual-sweep-477,256,16,90,-36.006011962890625,-31.876924514770508
5gurn32z,feasible-sweep-478,256,20,2,-28.534074783325195,-33.95121765136719
tyq4zf3k,sweepy-sweep-479,256,20,4,-24.64453887939453,-33.9273681640625
cnrclbjv,lemon-sweep-480,256,20,8,-24.436738967895508,-33.90043258666992
ay9jt0vu,lucky-sweep-481,256,20,16,-27.41189765930176,-33.8033332824707
44l5mxck,misunderstood-sweep-482,256,20,24,-30.718725204467773,-33.36144256591797
32i077jc,brisk-sweep-483,256,20,36,-31.67738151550293,-33.20574188232422
65vwkr8v,treasured-sweep-484,256,20,48,-33.53871154785156,-32.85730743408203
z2lautza,electric-sweep-485,256,20,72,-38.02801513671875,-31.642377853393555
k69n7553,lyric-sweep-486,256,20,90,-37.13473129272461,-31.03926658630371
07pn0oji,warm-sweep-2,2,2,4,-26.999876022338867,-35.5629768371582
1awxogsy,vague-sweep-3,2,2,8,-27.522735595703125,-35.22756576538086
